GO	term	class	p	p_corr	n_genes	n_study	n_go	study_genes	per	class_label
GO:0008284	positive regulation of cell population proliferation	biological_process	3.2579952671986076e-14	1.4958640997260517e-11	146	4582	385	['HMGN5', 'LGMN', 'ERBB4', 'TBRG4', 'PRTN3', 'PDGFA', 'PDGFB', 'PDGFRA', 'TNFSF13', 'MZB1', 'PDGFRB', 'INS', 'RPS4X', 'RPS6', 'DNAJA2', 'INSR', 'NAP1L1', 'RPS15A', 'CEACAM6', 'TNFRSF11A', 'SSR1', 'GCNT2', 'FAM98B', 'ITGAV', 'ADAM10', 'HPSE', 'PGF', 'AKR1C2', 'PTK2', 'RPRD1B', 'GHR', 'PTN', 'RPL23', 'BMP2', 'BMP4', 'S100B', 'PTPN6', 'KITLG', 'BST1', 'CLEC11A', 'FGF21', 'PRDX3', 'MIF', 'DHPS', 'SLC35F6', 'AIF1', 'PLA2G1B', 'TPD52', 'PRMT1', 'KDR', 'GNAI2', 'FGFR1', 'FGFR3', 'CCL14', 'FGFR2', 'FGFR4', 'ADAM17', 'PDGFC', 'VEGFD', 'CXCL5', 'KIT', 'NOP2', 'SDCBP', 'NOTCH1', 'CNTFR', 'VEGFA', 'VEGFC', 'CUL3', 'KRAS', 'NPM1', 'DPP4', 'FLT1', 'FLT3', 'FLT4', 'SFRP1', 'SFRP2', 'FN1', 'SLC25A5', 'CALR', 'FOLR2', 'NTRK2', 'NTRK3', 'CAPN1', 'CAPNS1', 'SHC1', 'SHH', 'ESM1', 'LAMC2', 'REG1A', 'REG1B', 'CR1', 'DLL1', 'SLAMF1', 'LEPR', 'NCCRP1', 'EDN3', 'CRKL', 'STAMBP', 'TGFB1', 'CNBP', 'RHOG', 'TGFBR2', 'LIFR', 'FGF23', 'THBS1', 'NAMPT', 'IGF1', 'IGF1R', 'IGF2', 'CSF1', 'CSF1R', 'EFNB2', 'CSF2RA', 'EGF', 'EGFR', 'TIMP1', 'TJP1', 'CD86', 'CSNK2A1', 'PDGFD', 'CD47', 'PAK1', 'AKR1C3', 'CCAR1', 'DDRGK1', 'LRP5', 'REG3A', 'TSPYL5', 'CLDN5', 'LACRT', 'CTNNB1', 'OSMR', 'PDCD10', 'LYN', 'EPCAM', 'HCK', 'IL5RA', 'IL6', 'IL6R', 'HCLS1', 'IL6ST', 'MVD', 'IL7R', 'HDAC1', 'HDAC2', 'EPHA4']	0.37922077922077924	Biological Process
GO:0001525	angiogenesis	biological_process	3.589783236909846e-14	1.5765391511315805e-11	64	4582	119	['EPHB2', 'EPHB3', 'EPHB4', 'TGFBI', 'CD93', 'PXDN', 'NDNF', 'ROBO4', 'COL18A1', 'MYH9', 'IL18', 'ATP5IF1', 'NRXN3', 'ANG', 'EFNB2', 'ANGPT1', 'ANGPT2', 'EGF', 'PTPRB', 'NRCAM', 'NRXN1', 'IGFBP7', 'PDGFA', 'PDGFB', 'RASA1', 'PDGFRB', 'ERAP1', 'ANXA2', 'SCG2', 'ANGPT4', 'AMOTL1', 'SERPINE1', 'MCAM', 'MMRN2', 'ACTG1', 'ADGRG1', 'RNF213', 'ESM1', 'CCL2', 'KDR', 'C1GALT1', 'GNAI2', 'NCL', 'FGFR2', 'PLXND1', 'HMOX1', 'ITGA2B', 'BCAM', 'ITGA5', 'GDF2', 'TEK', 'ADAM8', 'ITGAV', 'ITGB1', 'ENPEP', 'LEP', 'LEPR', 'PTK2', 'JAM3', 'THY1', 'CCN3', 'ATP5F1B', 'NRP1', 'VEGFA']	0.5378151260504201	Biological Process
GO:0071526	semaphorin-plexin signaling pathway	biological_process	4.738369915782159e-14	1.9942614383048163e-11	32	4582	41	['RHOA', 'SEMA3A', 'SEMA6C', 'SEMA6B', 'SEMA3F', 'PLXNA3', 'MET', 'SEMA4D', 'ARHGDIA', 'SEMA3D', 'FLNA', 'SEMA4B', 'ERBB2', 'SEMA6D', 'SEMA7A', 'PLXNC1', 'SEMA3B', 'SEMA5A', 'SEMA6A', 'SEMA3G', 'PLXND1', 'SEMA4A', 'PLXNB2', 'PLXNA1', 'PLXNA2', 'SEMA4G', 'PLXNB1', 'PLXNB3', 'RAC1', 'NRP2', 'NRP1', 'SEMA4C']	0.7804878048780488	Biological Process
GO:0007596	blood coagulation	biological_process	1.5419036970727166e-13	6.229907697652605e-11	38	4582	55	['MMRN1', 'PROC', 'HGFAC', 'THBD', 'PROS1', 'VKORC1', 'PROZ', 'VWF', 'LMAN1', 'WAS', 'ANO6', 'CD36', 'PABPC4', 'ENTPD1', 'TFPI', 'CD59', 'PLAT', 'PLAUR', 'C4BPB', 'ADAMTS13', 'GNAQ', 'ITGA2', 'PLG', 'F2', 'MPIG6B', 'F5', 'ITGB3', 'F7', 'F8', 'F9', 'F10', 'F11', 'F12', 'F13A1', 'F13B', 'AK3', 'GP1BA', 'GP9']	0.6909090909090909	Biological Process
GO:0007159	leukocyte cell-cell adhesion	biological_process	5.166706153893928e-13	1.932922180017873e-10	26	4582	31	['SELE', 'SELL', 'SELP', 'EZR', 'JAM2', 'CALCA', 'F11R', 'CD177', 'NT5E', 'PECAM1', 'ICAM1', 'ICAM2', 'ICAM3', 'SYK', 'UMOD', 'ROCK1', 'CCL5', 'APOA4', 'ITGA4', 'ITGAL', 'ITGB1', 'ITGB2', 'CD209', 'VCAM1', 'FERMT3', 'MSN']	0.8387096774193549	Biological Process
GO:0070527	platelet aggregation	biological_process	6.183523720775732e-13	2.230706182269845e-10	28	4582	35	['MYL12A', 'METAP1', 'TYRO3', 'FLNA', 'MYH9', 'RAP2B', 'ILK', 'STXBP1', 'MYL9', 'STXBP3', 'PDGFRA', 'CLIC1', 'TLN1', 'CSRP1', 'ENTPD1', 'ACTB', 'FGA', 'FGB', 'ACTG1', 'FGG', 'PLEK', 'UBASH3B', 'HBB', 'PPIA', 'ITGB3', 'HSPB1', 'VCL', 'FERMT3']	0.8	Biological Process
GO:0000398	mRNA splicing, via spliceosome	biological_process	7.632127897159186e-13	2.6583490996277564e-10	83	4582	181	['SART3', 'PRPF31', 'SRRM1', 'SF3B4', 'BCAS2', 'EIF4A3', 'RBM10', 'SF3A1', 'HNRNPM', 'U2AF2', 'NCL', 'PRPF6', 'HNRNPA1', 'HNRNPA2B1', 'HNRNPC', 'HNRNPF', 'HNRNPH1', 'XAB2', 'HNRNPK', 'DDX5', 'HNRNPU', 'LSM3', 'EFTUD2', 'CIRBP', 'DHX15', 'U2AF1', 'DDX46', 'TXNL4A', 'PPIL3', 'SNRNP40', 'PRP4K', 'SF3A3', 'DDX23', 'SNU13', 'HTATSF1', 'PRPF19', 'RBM8A', 'PPIH', 'DDX39B', 'SF3B2', 'SYNCRIP', 'DHX16', 'SRSF1', 'TRA2B', 'PNN', 'RBM3', 'HNRNPA3', 'GEMIN5', 'PRPF8', 'PABPC1', 'PRPF40A', 'SF1', 'RALY', 'SART1', 'LSM6', 'SF3B3', 'SF3B1', 'PRPF4', 'SF3B6', 'ZMAT2', 'PPIL1', 'SMU1', 'LSM2', 'CDC5L', 'MTREX', 'SNRNP70', 'SNRPA', 'SNRPA1', 'DDX39A', 'SRRM2', 'SNRPC', 'SNRPD1', 'SNRPD2', 'SNRPD3', 'SNRPE', 'SNRPF', 'SNRNP200', 'SNRPG', 'LSM8', 'SF3A2', 'SF3B5', 'AQR', 'HNRNPR']	0.4585635359116022	Biological Process
GO:0031638	zymogen activation	biological_process	1.6171816052540623e-12	5.115155971667275e-10	24	4582	28	['CFD', 'HGFAC', 'PRSS3', 'MASP1', 'HP', 'HPR', 'FURIN', 'C1R', 'C1S', 'C1RL', 'KLK3', 'F2', 'MMP14', 'KLK1', 'CTSH', 'F5', 'CTSL', 'KLKB1', 'F9', 'F10', 'F12', 'VSIR', 'GGT1', 'MASP2']	0.8571428571428571	Biological Process
GO:0006413	translational initiation	biological_process	1.6204830323072252e-12	5.115155971667275e-10	31	4582	42	['ABCF1', 'ABCE1', 'EIF2S1', 'RPS3A', 'EIF2B1', 'EIF2S3', 'RPS5', 'EIF4E', 'EIF3L', 'EIF2B3', 'EIF2B2', 'EIF4G1', 'EIF4G2', 'EIF2S2', 'EIF3E', 'EIF5B', 'EIF3K', 'LARP1', 'EIF3A', 'EIF3B', 'EIF3D', 'EIF3F', 'EIF3G', 'EIF3H', 'EIF3I', 'EIF3J', 'EIF4G3', 'EIF2A', 'PAIP1', 'EIF3M', 'DDX3X']	0.7380952380952381	Biological Process
GO:0022617	extracellular matrix disassembly	biological_process	1.6204830323072252e-12	5.115155971667275e-10	31	4582	42	['TPSAB1', 'PRSS1', 'PRSS2', 'KLK7', 'SH3PXD2B', 'ADAMTS4', 'ADAM15', 'FURIN', 'CMA1', 'ELANE', 'LAMC1', 'MMP1', 'ADAMTS5', 'MMP3', 'MMP2', 'KLK5', 'MMP7', 'MMP8', 'MMP9', 'MMP11', 'PLG', 'FLOT1', 'MMP14', 'ADAM8', 'ADAM10', 'CTSG', 'ENG', 'CTSK', 'MMP19', 'CTSV', 'CTSS']	0.7380952380952381	Biological Process
GO:0008544	epidermis development	biological_process	2.4150708591089232e-12	7.392312347836131e-10	40	4582	63	['S100A7', 'KRT2', 'KRT5', 'FLOT2', 'CDSN', 'KRT9', 'KLK7', 'KRT14', 'KRT15', 'PPP3CA', 'COL17A1', 'CASP14', 'WAS', 'SPINT1', 'DSP', 'KRT31', 'KRT32', 'YBX1', 'SPRR1A', 'KRT34', 'KRT83', 'HLA-DRB1', 'KRT85', 'KRTDAP', 'RBP2', 'LAMA3', 'LAMB3', 'EVPL', 'LAMC2', 'CCN2', 'KLK5', 'SCEL', 'CALML5', 'ALDH3A2', 'CRABP2', 'PLOD1', 'ATP2A2', 'SVEP1', 'TGM5', 'FABP5']	0.6349206349206349	Biological Process
GO:0006979	response to oxidative stress	biological_process	3.020521462699165e-12	8.97361391021302e-10	49	4582	86	['MPO', 'MSRA', 'CYB5B', 'SELENOP', 'TRIM25', 'PSIP1', 'OXR1', 'PDLIM1', 'GCLC', 'GCLM', 'NUDT1', 'VNN1', 'NAPRT', 'PSMA1', 'PARK7', 'PSMA2', 'PRDX4', 'PSMA3', 'PRDX3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PRDX1', 'PSMB1', 'ETFDH', 'GPX4', 'NQO1', 'PSMB2', 'PSMB3', 'PSMB4', 'PSMB5', 'PSMB7', 'PSMB6', 'AKT1', 'OXSR1', 'PRDX2', 'HMOX1', 'ATOX1', 'HMOX2', 'ATE1', 'PRDX5', 'ANGPTL7', 'MEAK7', 'BANF1', 'UBR4', 'PRDX6', 'PRNP', 'GSS']	0.5697674418604651	Biological Process
GO:0007165	signal transduction	biological_process	3.5697233262787495e-12	1.0302221519640471e-09	269	4582	833	['CHL1', 'GNG12', 'IL10RB', 'CAB39', 'RGMB', 'HBS1L', 'ERBB2', 'ERBB3', 'ERBB4', 'GLDN', 'HINT1', 'IMPA1', 'AKAP8', 'KREMEN1', 'IQGAP2', 'TNFSF13', 'TNFSF12', 'AVP', 'TNFSF10', 'INHA', 'PDGFRB', 'SPN', 'INPP1', 'MYOC', 'AXL', 'LILRB2', 'CD300A', 'HLA-DRB1', 'INPP5D', 'RPS6KA3', 'CORO1C', 'PECAM1', 'SRC', 'PENK', 'GAS6', 'OSCAR', 'SRI', 'CLEC1B', 'PDAP1', 'ACTL6A', 'SIRPB1', 'TNFRSF11A', 'CYTL1', 'CALML5', 'TNFRSF17', 'WNK1', 'NDRG3', 'NDRG2', 'GDI1', 'FAM3D', 'TRIP10', 'GDI2', 'LILRB1', 'PGF', 'RSU1', 'OLFML3', 'GFRA3', 'HNRNPK', 'STAT3', 'CEACAM1', 'IQGAP1', 'ITPKB', 'NRP1', 'PHB1', 'PTK7', 'LRP8', 'ADM', 'S100A6', 'CCN5', 'GIP', 'STK4', 'S100A11', 'OLFML2A', 'NRXN3', 'PTPRC', 'PLAA', 'NDRG1', 'PTPRD', 'PTPRF', 'PTPRG', 'MAVS', 'NRXN1', 'NRXN2', 'OLFML1', 'PIGR', 'PTPRJ', 'CLIC1', 'CLIC2', 'PTPRK', 'BST1', 'PTPRM', 'PTPRS', 'PTPRZ1', 'ANGPT4', 'NAE1', 'FGF21', 'GRAP2', 'PPM1L', 'ANGPTL3', 'OLFM1', 'PLA2G1B', 'TOLLIP', 'C3', 'AKT1', 'AKT2', 'FAM3C', 'PLAU', 'GNAI2', 'PLAUR', 'STK39', 'ALCAM', 'OXSR1', 'TAB1', 'GPNMB', 'CCL15', 'YWHAQ', 'CCL18', 'GNB1', 'CXCL5', 'SKAP2', 'GNG11', 'KIT', 'STK24', 'TREML1', 'CXCL12', 'CAP1', 'NCK2', 'CCN3', 'SFN', 'RAC2', 'VEGFC', 'TRHDE', 'MPP1', 'TOM1L2', 'DOK1', 'RALB', 'VLDLR', 'FLNB', 'RANBP1', 'DPYSL2', 'RANGAP1', 'LILRA2', 'RAP2B', 'OGT', 'SFRP5', 'ANG', 'ANGPT2', 'IPO8', 'RASA1', 'NRGN', 'KALRN', 'RASA3', 'PILRA', 'ANXA1', 'GDF15', 'OLFML2B', 'CAMK2B', 'ANXA4', 'ANXA5', 'SH3GL1', 'DDR2', 'TOM1', 'CLIC3', 'OLFM4', 'LALBA', 'LAMA2', 'GRB2', 'LAMA3', 'LAMA4', 'FAM3B', 'COPS3', 'DOK2', 'CAMK1', 'RET', 'STAM', 'GTPBP1', 'FAS', 'CBL', 'CRABP1', 'CRABP2', 'YWHAB', 'CDC42BPB', 'YWHAE', 'ATF6B', 'YWHAG', 'YWHAH', 'YWHAZ', 'CRH', 'CRHBP', 'EDN3', 'CCK', 'AKAP12', 'LGALS3BP', 'TNFRSF11B', 'PPM1G', 'CD200R1', 'RHEB', 'KLRK1', 'RHOC', 'KIFAP3', 'GAL', 'ATF6', 'SCUBE1', 'OPTN', 'NAMPT', 'MAPK14', 'IGF1', 'IGF1R', 'IGF2R', 'CSF1R', 'IGFALS', 'SCUBE2', 'IGFBP1', 'IGFBP4', 'OXT', 'MEGF8', 'CCN1', 'EGFR', 'APPL2', 'TIE1', 'CD226', 'TNFRSF8', 'PPM1F', 'CD33', 'CSNK2A1', 'CD34', 'CSNK2B', 'GNA13', 'TNFSF13B', 'CSPG4', 'HGS', 'DAPP1', 'PRKACB', 'PRKAG1', 'CNTNAP4', 'PAK2', 'SCUBE3', 'APPL1', 'PRKCD', 'ROCK1', 'CD300LG', 'SMPD1', 'CCN2', 'OSTF1', 'IL1RL1', 'LTBR', 'PRKG1', 'OLFM2', 'MAPK1', 'IGSF1', 'BCAM', 'TNFAIP6', 'CTTN', 'LYN', 'MAP2K1', 'CDC42', 'MAP2K3', 'PTGES3', 'IL4R', 'AGRN', 'IL5RA', 'FCAMR', 'MADCAM1', 'HCLS1', 'IL7R', 'RASGRP2', 'CDK6', 'FCMR', 'ILKAP']	0.32292917166866747	Biological Process
GO:0006898	receptor-mediated endocytosis	biological_process	7.352185624687618e-12	1.9802468239577325e-09	43	4582	72	['MSR1', 'SCARF1', 'LDLRAP1', 'MRC1', 'HSPG2', 'VLDLR', 'PLA2R1', 'LYVE1', 'STAB2', 'IGF2R', 'AP1B1', 'PPT1', 'SFTPD', 'PDLIM7', 'FOLR1', 'MRC2', 'ASGR1', 'CD36', 'INSR', 'CLTC', 'DAB2', 'LRP1', 'LRP2', 'TFRC', 'TMEM108', 'DMBT1', 'APOE', 'DNM1', 'CTTN', 'LY75', 'ITGAM', 'SNX9', 'PLXNB2', 'ITGB2', 'M6PR', 'LRP1B', 'PICALM', 'MARCO', 'LDLR', 'DNM2', 'TFR2', 'SORL1', 'STAB1']	0.5972222222222222	Biological Process
GO:0061136	regulation of proteasomal protein catabolic process	biological_process	7.38807152639166e-12	1.9802468239577325e-09	24	4582	29	['USP14', 'UCHL5', 'PSMA1', 'PSMA2', 'PSMA3', 'PSMA4', 'PSMA5', 'PSMA6', 'PSMA7', 'PSMB1', 'PSMB2', 'PSMB3', 'GPX1', 'PSMB4', 'PRKACA', 'PKD1', 'PSMB5', 'PSMB7', 'PSMB6', 'PSME3', 'PSME1', 'PSME2', 'APOE', 'PSMD14']	0.8275862068965517	Biological Process
GO:0030198	extracellular matrix organization	biological_process	7.449696001424991e-12	1.9802468239577325e-09	54	4582	101	['COL4A1', 'THSD4', 'COL4A2', 'MMP25', 'TGFBI', 'POSTN', 'NDNF', 'COLEC12', 'TGM2', 'COL18A1', 'COL24A1', 'COL9A1', 'COL9A2', 'COL10A1', 'COL15A1', 'COL16A1', 'COL17A1', 'PXDN', 'COL6A6', 'ADAMTS4', 'SPINT1', 'ADAMTS2', 'ADAMTS1', 'ECM2', 'FURIN', 'DAG1', 'COL6A5', 'APLP1', 'COL14A1', 'CCDC80', 'ADAMTS13', 'ADAMTS8', 'ADAMTS5', 'MMP2', 'MMP3', 'MMP1', 'MMP7', 'MMP8', 'DMP1', 'APP', 'MMP9', 'MMP11', 'VIT', 'MMP14', 'SMOC1', 'SMOC2', 'MMP19', 'ADAMTSL4', 'MARCO', 'RECK', 'ADAMTSL2', 'SPINK5', 'MIA', 'NPNT']	0.5346534653465347	Biological Process
GO:0033627	cell adhesion mediated by integrin	biological_process	1.8731073334779577e-11	4.85134799370791e-09	21	4582	24	['MMRN1', 'ITGBL1', 'ITGA11', 'FBN1', 'VTN', 'COL16A1', 'ADAM9', 'ICAM2', 'EMILIN2', 'ADAM17', 'ITGA2', 'ITGA5', 'ITGAL', 'ITGAV', 'ITGB1', 'ITGB2', 'ITGB3', 'ITGB4', 'ITGB5', 'ITGB7', 'CCN3']	0.875	Biological Process
GO:0042632	cholesterol homeostasis	biological_process	7.155183691235686e-11	1.8068627616292915e-08	48	4582	103	['NPC1', 'RALY', 'VAPA', 'TSKU', 'APOM', 'EPHX2', 'PCSK5', 'LDLRAP1', 'CNBP', 'LIMA1', 'IL18', 'LIPC', 'PNLIP', 'PNLIPRP1', 'PNLIPRP2', 'FABP3', 'APOA5', 'HSDL2', 'PLA2G12B', 'CES1', 'NEGR1', 'LIPG', 'CETP', 'ACOX1', 'FURIN', 'LPL', 'EHD1', 'ANGPTL3', 'MTTP', 'RAB7A', 'LRP5', 'APOA1', 'APOA2', 'APOA4', 'APOB', 'NPC2', 'APOC2', 'APOC3', 'CAV1', 'RILP', 'APOE', 'FGFR4', 'LCAT', 'LAMTOR1', 'DCTN1', 'AKR1C1', 'LDLR', 'PCSK9']	0.46601941747572817	Biological Process
GO:0007565	female pregnancy	biological_process	9.246519730028481e-10	2.278026726658968e-07	24	4582	33	['RLN2', 'NPPA', 'COL16A1', 'CLIC5', 'MAGED2', 'PSG1', 'PSG3', 'PSG4', 'PSG5', 'PSG6', 'LNPEP', 'PSG7', 'PSG9', 'HPGD', 'PSG11', 'FSHB', 'ENDOU', 'PAPPA', 'TAC3', 'PZP', 'CRH', 'CRHBP', 'PRL', 'LGALS9']	0.7272727272727273	Biological Process
GO:0030317	flagellated sperm motility	biological_process	1.1908371750151164e-09	2.863963405911355e-07	3	4582	118	['LZTFL1', 'SORD', 'ATP2B4']	0.025423728813559324	Biological Process
GO:0070374	positive regulation of ERK1 and ERK2 cascade	biological_process	1.2468988521683768e-09	2.929052396686691e-07	68	4582	162	['TGFB1', 'S100A7', 'BMP2', 'ERBB4', 'FLT4', 'PHB1', 'PTPN11', 'NAMPT', 'ARRB1', 'IGF1', 'CSF1R', 'ANGPT1', 'PTPRC', 'SEMA7A', 'NRXN1', 'EGFR', 'PDGFA', 'PDGFB', 'PDGFRA', 'PDGFRB', 'AGER', 'FGF21', 'CD36', 'PYCARD', 'CXCL17', 'ICAM1', 'PDGFD', 'MIF', 'GAS6', 'CD44', 'FGA', 'FGB', 'PHB2', 'GLIPR2', 'PLA2G2A', 'HMGB1', 'PRKCA', 'CD74', 'KDR', 'CCN2', 'FGFR3', 'MTURN', 'FGFR2', 'TNFRSF11A', 'FGFR4', 'GPNMB', 'FGG', 'CHI3L1', 'APOE', 'GCNT2', 'APP', 'BMPER', 'SERPINF2', 'MAPK3', 'FERMT2', 'MAP2K1', 'CCL21', 'PDGFC', 'TEK', 'SLAMF1', 'MARCO', 'LGALS9', 'NOTCH1', 'NOTCH2', 'CRKL', 'NRP1', 'VEGFA', 'NPNT']	0.41975308641975306	Biological Process
GO:0001649	osteoblast differentiation	biological_process	1.333717868846457e-09	3.061791862095014e-07	43	4582	82	['TPM4', 'HSPE1', 'GTPBP4', 'BMP2', 'COL6A1', 'BMP4', 'ITGA11', 'FASN', 'MYBBP1A', 'SFRP1', 'PTPRB', 'IGFBP2', 'SEMA7A', 'SND1', 'FBL', 'RSL1D1', 'TNC', 'MRC2', 'MYOC', 'IARS1', 'CCDC47', 'SYNCRIP', 'VCAN', 'HNRNPU', 'CLTC', 'RPS15', 'PSMC2', 'ALYREF', 'AKT1', 'CAT', 'CCN2', 'CTNNB1', 'RRBP1', 'HSD17B4', 'DDX21', 'SNRNP200', 'HNRNPC', 'TMT1A', 'BGLAP', 'ALPL', 'ATP5F1B', 'DHX9', 'PHB1']	0.524390243902439	Biological Process
GO:0018108	peptidyl-tyrosine phosphorylation	biological_process	1.9729758896626096e-09	4.4286732136626707e-07	25	4582	36	['EPHB2', 'ERBB2', 'FLT1', 'ERBB4', 'FLT3', 'FLT4', 'PTPN6', 'EFEMP1', 'CSF1R', 'PDGFB', 'PDGFRA', 'PDGFRB', 'BTK', 'DDR2', 'SRC', 'SYK', 'PKDCC', 'KDR', 'FGFR1', 'FGFR2', 'FGFR4', 'LYN', 'FYN', 'HCK', 'ZAP70']	0.6944444444444444	Biological Process
GO:0001501	skeletal system development	biological_process	2.0491831845719036e-09	4.499738988556695e-07	47	4582	93	['COL2A1', 'BMP1', 'BMP2', 'COL18A1', 'BMP6', 'BPNT2', 'COL9A2', 'COL10A1', 'COL11A2', 'IGF1', 'FBN1', 'SH3PXD2B', 'COMP', 'ADAMTS4', 'TCOF1', 'SPP2', 'INHA', 'PRELP', 'ACAN', 'MATN3', 'RPS6KA3', 'VCAN', 'NCAN', 'FRZB', 'TLL1', 'UFD1', 'PRDX1', 'PKDCC', 'CHRD', 'HAPLN3', 'BCAN', 'FGFR1', 'FGFR3', 'EXTL1', 'IHH', 'MMP14', 'PAPSS1', 'GDF11', 'LECT2', 'CDH11', 'TNFRSF11B', 'BGLAP', 'ALPL', 'MEPE', 'HAPLN1', 'COL1A1', 'COL1A2']	0.5053763440860215	Biological Process
GO:0046718	symbiont entry into host cell	biological_process	2.477761937923633e-09	5.214140278118046e-07	24	4582	34	['NPC1', 'NRP1', 'ACE2', 'EPS15', 'MYH9', 'MYH10', 'GRK2', 'AVP', 'AXL', 'NECTIN1', 'INSR', 'SRC', 'GAS6', 'SMPD1', 'CLEC4M', 'VAMP8', 'CBL', 'CR2', 'ITGAV', 'CTSL', 'ITGB3', 'CD209', 'SLC3A2', 'PHB1']	0.7058823529411765	Biological Process
GO:0045214	sarcomere organization	biological_process	2.477761937923633e-09	5.214140278118046e-07	24	4582	34	['MYBPH', 'TPM1', 'FLNC', 'KRT8', 'MYH6', 'MYOM1', 'MYOZ1', 'BMP10', 'KRT19', 'CSRP1', 'MYOM3', 'CASQ1', 'MYOM2', 'ACTN2', 'WDR1', 'TNNT1', 'TNNT2', 'TNNT3', 'TTN', 'TCAP', 'CSRP3', 'MYBPC1', 'MYBPC2', 'MYBPC3']	0.7058823529411765	Biological Process
GO:0006936	muscle contraction	biological_process	3.0606085980563868e-09	6.30922600999338e-07	38	4582	69	['TPM2', 'CRYAB', 'TPM3', 'TPM4', 'CKMT2', 'DES', 'MYH1', 'MYH2', 'MYOF', 'MYH3', 'MYH4', 'MYH6', 'MYH7', 'MYH8', 'MYL1', 'MYL3', 'MYL4', 'MYOT', 'MYL6', 'MYH13', 'GAMT', 'PABPN1', 'MYL6B', 'ACTA1', 'ASPH', 'SLMAP', 'HRC', 'TMOD3', 'MYL11', 'TMOD1', 'MYOM2', 'GNAO1', 'EMD', 'FXYD1', 'TTN', 'UTRN', 'SNTB1', 'RYR1']	0.5507246376811594	Biological Process
GO:0001867	complement activation, lectin pathway	biological_process	3.2207822017031438e-09	6.506624203880691e-07	13	4582	13	['FCN3', 'KRT1', 'FCN1', 'FCN2', 'C2', 'C3', 'COLEC11', 'C4A', 'MASP1', 'C5', 'COLEC10', 'MBL2', 'MASP2']	1.0	Biological Process
GO:0050901	leukocyte tethering or rolling	biological_process	3.37184661929477e-09	6.678239745391466e-07	16	4582	18	['SELE', 'SELL', 'SELP', 'SELPLG', 'SPN', 'ITGB1', 'ROCK1', 'MADCAM1', 'ITGB7', 'PODXL2', 'GOLPH3', 'VCAM1', 'ADD2', 'GCNT1', 'ITGA4', 'JAM2']	0.8888888888888888	Biological Process
GO:0043410	positive regulation of MAPK cascade	biological_process	4.28096872766183e-09	8.315781753483105e-07	69	4582	161	['GH1', 'TGFB1', 'GHR', 'ROCK2', 'BMP2', 'HGF', 'FGF23', 'ERBB2', 'ERBB3', 'ERBB4', 'FLT1', 'FLT3', 'FLT4', 'THBS1', 'IGF1', 'IGF1R', 'IGF2', 'GHRL', 'PTPRC', 'EGF', 'LAT', 'IGFBP6', 'PDGFA', 'PDGFB', 'EGFR', 'PTPRJ', 'GPR37', 'GDF15', 'INS', 'ADAM9', 'FGF21', 'NTRK2', 'NTRK3', 'PECAM1', 'INSR', 'SHC1', 'MYDGF', 'PLA2G1B', 'HMGB1', 'ROBO1', 'ROCK1', 'AKAP13', 'CD81', 'KDR', 'ERP29', 'FGFR1', 'FGFR3', 'FGFR2', 'PLCG2', 'RET', 'LAMTOR1', 'APP', 'IL1R1', 'LYN', 'IL1RAP', 'ADAM8', 'PPIA', 'KIT', 'TEK', 'LILRA5', 'EIF2AK2', 'LEP', 'IL6', 'ALOX12B', 'IL6R', 'EDN3', 'SOD1', 'IQGAP1', 'VEGFA']	0.42857142857142855	Biological Process
GO:0002009	morphogenesis of an epithelium	biological_process	4.79337643006428e-09	9.135451947184772e-07	25	4582	37	['KRT23', 'KRT39', 'KRT6A', 'KRT9', 'KRT10', 'KRT12', 'KRT13', 'KRT14', 'KRT15', 'KRT16', 'KRT17', 'KRT19', 'KRT31', 'KRT32', 'KRT33A', 'KRT33B', 'KRT34', 'KRT35', 'KRT27', 'KRT40', 'DAG1', 'KRT20', 'KRT38', 'KRT36', 'VCL']	0.6756756756756757	Biological Process
GO:0006355	regulation of DNA-templated transcription	biological_process	5.921943056521398e-09	1.1077323484059749e-06	44	4582	402	['CARM1', 'CNBP', 'SRRT', 'BMP2', 'EDF1', 'DR1', 'SMARCA5', 'MYBBP1A', 'SFPQ', 'HINT1', 'ZNF326', 'EFEMP1', 'CELSR2', 'UBE2L3', 'AEBP1', 'UBE2V1', 'YBX1', 'RBBP4', 'CALR', 'RBBP7', 'PRMT5', 'RPS6KA3', 'INSR', 'SMARCA2', 'PRMT1', 'CCAR2', 'ZFHX3', 'RNF40', 'PFDN5', 'HMGA1', 'FUS', 'IGSF1', 'PQBP1', 'CRABP2', 'ENG', 'NONO', 'HCFC1', 'PBXIP1', 'RPL6', 'HCLS1', 'NOTCH1', 'STAT3', 'HP1BP3', 'PHB1']	0.10945273631840796	Biological Process
GO:0043171	peptide catabolic process	biological_process	8.501819713864987e-09	1.561397835086368e-06	14	4582	16	['CPA4', 'TRHDE', 'ANPEP', 'LVRN', 'ACE', 'CPQ', 'ERAP2', 'ERAP1', 'ENPEP', 'TPP1', 'NPEPPS', 'LTA4H', 'ADAMTS13', 'IDE']	0.875	Biological Process
